101	59803	Gienah	γ	4	Crv	47.103	B8III
102	93506	Ascella	ζ	38	Sgr	27.042	A3IV
103	74785	Zubeneschamali	β	27	Lib	56.754	B8V
104	77070	Unukalhai	α	24	Ser	22.676	K2III
105	8903	Sheratan	β	6	Ari	17.986	A5V...
106	26634	Phact	α		Col	80.128	B7IV
107	28380	Mahasim	θ	37	Aur	50.761	A0p Si
108	61359	Kraz	β	9	Crv	44.663	G5II
109	6686	Ruchbah	δ	37	Cas	30.479	A5Vv SB
110	67927	Muphrid	η	8	Boo	11.396	G0IV
111	73273		β		Lup	117.371	B2III
112	23015	Hassaleh	ι	3	Aur	151.286	K3IIvar
113	52727		μ		Vel	35.919	G5III SB
114	61585		α		Mus	96.712	B2IV-V
115	85696	Lesath	υ	34	Sco	176.678	B2IV
116	35264		π		Pup	247.525	K3Ib
117	89931	Kaus Media	δ	19	Sgr	106.610	K3III
118	97278	Tarazed	γ	50	Aql	121.065	K3II
119	79593	Yed Prior	δ	1	Oph	52.466	M1III
120	80331	Athebyne	η	14	Dra	28.233	G8III
121	52419		θ		Car	139.665	B0Vp
122	61941	Porrima	γ	29	Vir	11.685	F0V+...
123	26241	Hatysa	ι	44	Ori	714.286	O9III
124	65109		ι		Cen	18.021	A2V
125	72622	Zubenelgenubi	α²	9	Lib	23.240	A3IV
126	86742	Cebalrai	β	60	Oph	25.094	K2III
127	23875	Cursa	β	67	Eri	27.397	A3IIIvar
128	80816	Kornephoros	β	27	Her	42.662	G8III
129	84345	Rasalgethi	α¹	64	Her	110.254	M5IIvar
130	59747	Imai	δ		Cru	105.820	B2IV
131	85670	Rastaban	β	23	Dra	116.550	G2II
132	76297		γ		Lup	129.032	B2IV
133	25606	Nihal	β	9	Lep	49.164	G5II
134	81693		ζ	40	Her	10.716	F9IV
135	2021		β		Hyi	7.459	G2IV
136	81266	Paikauhale	τ	23	Sco	145.349	B0V
137	90496	Kaus Borealis	λ	22	Sgr	23.969	K1IIIb
138	1067	Algenib	γ	88	Peg	120.048	B2IV
139	39757	Tureis	ρ	15	Pup	19.482	F2mF5IIp
140	77952		β		TrA	12.378	F2III
141	18246		ζ	44	Per	230.415	B1Ib
142	85258		β		Ara	198.020	K3Ib-II
143	85792		α		Ara	81.967	B2Vne
144	17702	Alcyone	η	25	Tau	123.609	B7III
145	63608	Vindemiatrix	ε	47	Vir	33.602	G8IIIvar
146	107556	Deneb Algedi	δ	49	Cap	11.867	A5mF2 (IV)
147	0	Castor B	α	66	Gem	15.805	A m
148	9236		α		Hyi	22.012	F0V
149	97165	Fawaris	δ	18	Cyg	50.582	B9.5III
150	30343	Tejat	μ	13	Gem	71.023	M3IIIvar
151	74946		γ		TrA	56.370	A1V
152	110130		α		Tuc	61.237	K3III
153	13847	Acamar	θ¹		Eri	49.431	A4III+...
154	94141	Albaldah	π	41	Sgr	156.250	F2II/III
155	36188	Gomeisa	β	3	CMi	49.579	B8Vvar
156	63125	Cor Caroli	α²	12	CVn	35.199	A0spe...
157	78265	Fang	π	6	Sco	179.533	B1V + B2V
158	18532		ε	45	Per	195.695	B0.5V
159	80112	Alniyat	σ	20	Sco	213.675	B1III
160	106278	Sadalsuud	β	22	Aqr	164.745	G0Ib
161	14328		γ	23	Per	74.571	G8III+...
162	48002		υ		Car	440.529	A9
163	112158	Matar	η	44	Peg	65.703	G2II-III..
164	32768		τ		Pup	55.804	K0III...
165	60965	Algorab	δ	7	Crv	26.631	B9.5V
166	109074	Sadalmelik	α	34	Aqr	160.514	G2Ib
167	18543	Zaurak	γ	34	Eri	62.344	M1IIIb Ca-1
168	26451	Tianguan	ζ	123	Tau	136.426	B4IIIp
169	47908	Ras Elased Australis	ε	17	Leo	75.643	G0II
170	88635	Alnasl	γ²	10	Sgr	29.700	K0III
171	64962		γ	46	Hya	41.034	G8III
172	87073		ι¹		Sco	591.716	F3Ia
173	93747	Okab	ζ	17	Aql	25.458	A0Vn
174	10064		β	4	Tri	38.895	A5III
175	54539		ψ	52	UMa	44.307	K1III
176	75097	Pherkad	γ	13	UMi	149.254	A3II-III
177	82514	Xamidimura	μ¹		Sco	153.610	B1.5IV + B
178	108085	Aldhanab	γ		Gru	64.725	B8III
179	17358		δ	39	Per	158.228	B5III SB
180	30122	Furud	ζ	1	CMa	111.111	B2.5V
181	33977		ο²	24	CMa	847.458	B3Ia
182	59316		ε	2	Crv	97.466	K2III
183	23416	Almaaz	ε	7	Aur	653.595	F0Ia
184	62322		β		Mus	104.712	B2V
185	71075	Seginus	γ	27	Boo	26.610	A7IIIvar
186	95947	Albireo	β¹	6	Cyg	133.156	K3II+...
187	100345	Dabih	β	9	Cap	100.200	A5:n
188	32246	Mebsuta	ε	27	Gem	259.067	A3mA6-A9
189	50801	Tania Australis	μ	34	UMa	70.621	M0III SB
190	94376	Altais	δ	57	Dra	29.869	G9III
191	89642		η		Sgr	44.743	M2III
192	43813		ζ	16	Hya	51.256	G8III-IV
193	52943		ν		Hya	44.072	K0/K1III
194	56561		λ		Cen	128.700	B9II:
195	101772		α		Ind	30.148	K0III
196	27628	Wazn	β		Col	26.731	K1.5III
197	44127	Talitha	ι	9	UMa	14.510	A7IV
198	83081		ζ		Ara	149.031	K5III
199	84379	Sarin	δ	65	Her	23.036	A3IVv SB
200	73334		κ		Cen	117.509	B2IV
201	45860		α	40	Lyn	62.267	M0IIIvar
202	46701				Vel	73.260	K5III
203	84380		π	67	Her	115.473	K3IIvar
204	31685		ν		Pup	113.895	B8III SB
205	46853		θ	25	UMa	13.479	F6IV
206	83895	Aldhibah	ζ	22	Dra	100.705	B6III
207	92041		φ	27	Sgr	73.368	B8.5III
208	23767	Haedus	η	10	Aur	74.627	B3V
209	71908		α		Cir	16.570	F1Vp
210	22449	Tabit	π³	1	Ori	8.068	F6V
211	23685		ε	2	Lep	65.402	K4III
212	83000		κ	27	Oph	28.043	K2IIIvar
213	87261	Fuyue			Sco	38.580	K0/K1III
214	104732		ζ	64	Cyg	43.879	G8II SB
215	116727	Errai	γ	35	Cep	14.102	K1IV
216	75141		δ		Lup	271.003	B1.5IV
217	79882	Yed Posterior	ε	2	Oph	32.637	G8III
218	89962		η	58	Ser	18.543	K0III-IV
219	106032	Alfirk	β	8	Cep	210.084	B2IIIv SB
220	32607		α		Pic	29.603	A7IV
221	99473		θ	65	Aql	87.796	B9.5III
222	36377		σ		Pup	59.382	K5III SB
223	68895		π	49	Hya	30.960	K2III
224	73714	Brachium	σ	20	Lib	88.417	M3/M4III
225	93194	Sulafat	γ	14	Lyr	190.114	B9III
226	17678		γ		Hyi	65.617	M2III
227	3092		δ	31	And	32.352	K3III...
228	84970		θ	42	Oph	133.690	B2IV
229	113136	Skat	δ	76	Aqr	49.237	A3V
230	24305		μ	5	Lep	57.013	B9IV: HgMn
231	50099		ω		Car	104.822	B8III
232	75458	Edasich	ι	12	Dra	31.027	K2III
233	21281		α		Dor	51.706	A0V:
234	51576				Car	148.148	B4Vne
235	29655	Propus	η	7	Gem	117.924	M3III
236	85267		γ		Ara	341.297	B1Ib
237	5165		β		Phe	0.000	G8IIIvar
238	14354		ρ	25	Per	94.340	M3IIIvar
239	59774	Megrez	δ	69	UMa	24.685	A3Vvar
240	84143		η		Sco	22.528	F3p
241	88048		ν	64	Oph	46.211	K0III
242	93864		τ	40	Sgr	37.286	K1/K2III
243	19780		α		Ret	49.554	G7III
244	54879	Chertan	θ	70	Leo	50.607	A2V
245	38170	Azmidi	ξ	7	Pup	367.647	G6Ia
246	8886	Segin	ε	45	Cas	126.263	B2pvar
247	25281		η	28	Ori	299.401	B1V + B2
248	32362	Alzirr	ξ	31	Gem	17.999	F5IV
249	41704	Muscida	ο	1	UMa	54.915	G4II-III
250	95501		δ	30	Aql	15.525	F0IV
251	75264		ε		Lup	156.986	B2IV-V
252	43109	Ashlesha	ε	11	Hya	39.635	G0III-IV
253	66249	Heze	ζ	79	Vir	22.712	A3V
254	26207	Meissa	λ	39	Ori	336.700	O...
255	50371				Car	201.613	K3II
256	63090	Minelauva	δ	43	Vir	60.827	M3III
257	109492		ζ	21	Cep	256.410	K1Ibv SB
258	20894	Chamukuy	θ²	78	Tau	46.104	A7III
259	0				Oph	25.793	A3 V
260	6867		γ		Phe	71.633	K5II-III
261	18724		λ	35	Tau	148.368	B3V + A
262	67464		ν		Cen	133.869	B2IV
263	74395		ζ		Lup	35.971	G8III
264	102422		η	3	Cep	14.265	K0IV
265	112029	Homam	ζ	42	Peg	62.657	B8.5V
266	8796	Mothallah	α	2	Tri	19.418	F6IV
267	78384		η		Lup	135.501	B2.5IV
268	86974		μ	86	Her	8.310	G5IV
269	102395		β		Pav	41.425	A5IV
270	45080				Car	136.986	B2IV
271	50335	Adhafera	ζ	36	Leo	84.034	F0III
272	93805		λ	16	Aql	37.922	B9Vn
273	50372	Tania Borealis	λ	33	UMa	42.158	A2IV
274	3821	Achird	η	24	Cas	5.953	G0V SB
275	5364		η	31	Cet	37.994	K2III
276	38827		χ		Car	139.470	B3IVp
277	74666		δ	49	Boo	37.341	G8III
278	12706	Kaffaljidhma	γ	86	Cet	24.408	A3V
279	67472		μ		Cen	155.039	B2IV-Ve
280	49583		η	30	Leo	389.105	A0Ib
281	81833		η	44	Her	33.311	G8III-IV
282	8102		τ	52	Cet	3.650	G8V
283	33856	Nganurganity	σ	22	CMa	343.643	K4III
284	55219	Alula Borealis	ν	54	UMa	122.399	K3III SB
285	73555	Nekkar	β	42	Boo	69.061	G8III
286	90422		α		Tel	85.179	B3IV
287	112623		ε		Gru	39.526	A3V
288	32759		κ	13	CMa	202.020	B1.5IVne
289	35550	Wasat	δ	55	Gem	18.539	F0IV...
290	112724		ι	32	Cep	35.348	K0III
291	98337		γ	12	Sge	79.239	K5III
292	112748	Sadalbari	μ	48	Peg	32.531	M2III
293	17378	Rana	δ	23	Eri	9.041	K0IV
294	47508	Subra	ο	14	Leo	39.952	A5V+...
295	48774		φ		Vel	487.805	B5Ib
296	92420	Sheliak	β	10	Lyr	294.985	A8:V comp SB
297	93085		ξ²	37	Sgr	111.982	G8/K0II/III
298	109427	Biham	θ	26	Peg	28.297	A2V
299	0		γ	29	Vir	11.830	F0 V
300	20889	Ain	ε	74	Tau	44.964	K0III
301	40526	Tarf	β	17	Cnc	93.023	K4III
302	56343		ξ		Hya	39.746	G8III
303	77516		μ	32	Ser	52.002	A0V
304	86263		ξ	55	Ser	32.279	F0IIIp
305	20042		υ⁴	41	Eri	54.555	B9V
306	27288		ζ	14	Lep	21.608	A2Vann
307	69996		ι		Lup	103.627	B2.5IV
308	89937		χ	44	Dra	8.057	F7Vvar
309	99240		δ		Pav	6.108	G5IV-Vvar
310	1562		ι	8	Cet	84.175	K2III
311	10602		φ		Eri	47.125	B8IV-V
312	55282		δ	12	Crt	56.948	K0III
313	82545	Pipirima	μ²		Sco	145.349	B2IV
314	37740		κ	77	Gem	43.346	G8III
315	44471	Alkaphrah	κ	12	UMa	109.890	A1Vn
316	71053		ρ	25	Boo	49.092	K3III
317	75177		φ¹		Lup	84.317	K5III
318	35350		λ	54	Gem	30.931	A3V...
319	100064	Algedi	α²	6	Cap	32.447	G6/G8III
320	7607	Nembus		51	And	54.318	K3III
321	24674		τ	20	Ori	151.515	B5III
322	27072		γ	13	Lep	8.927	F7V
323	57757	Zavijava	β	5	Vir	10.929	F8V
324	60260	Ginan	ε		Cru	70.472	K3/K4III
325	6537		θ	45	Cet	34.892	K0III
326	33018		θ	34	Gem	57.971	A3III
327	42536		ο		Vel	151.286	B3IV
328	46651		ψ		Vel	18.815	F2IV
329	76470		υ	39	Lib	68.587	K3III
330	85727		δ		Ara	60.680	B8V
331	13209	Bharani		41	Ari	50.787	B8Vn
332	15900		ο	1	Tau	89.206	G8III
333	49841		λ	41	Hya	34.507	K0III
334	63613		δ		Mus	27.871	K2III
335	86929		η		Pav	107.991	K1III
336	7097	Alpherg	η	99	Psc	107.181	G8III
337	17847	Atlas		27	Tau	117.233	B8III
338	37819				Pup	347.222	K4III
339	82729		ζ²		Sco	40.568	K4III
340	113726		ο	1	And	210.526	B6pv SB
341	57363		λ		Mus	38.986	A7III
342	101769	Rotanev	β	6	Del	30.931	F5IV
343	20205	Prima Hyadum	γ	54	Tau	49.529	G8III
344	46733			23	UMa	23.815	F0IV
345	77233		β	28	Ser	47.551	A3V
346	88714		θ		Ara	249.377	B2Ib
347	110960		ζ¹	55	Aqr	28.169	F3III-IV
348	75695	Nusakan	β	3	CrB	34.282	F0p
349	76600		τ	40	Lib	112.486	B2.5V
350	68756	Thuban	α	11	Dra	92.937	A0III SB
351	103227		β		Ind	187.617	K0III
352	22549		π⁴	3	Ori	322.581	B2III SB
353	42828		α		Pyx	269.542	B1.5III
354	97365		δ	7	Sge	182.149	M2II + B6
355	114341			88	Aqr	82.988	K1III
356	2920	Fulu	ζ	17	Cas	181.818	B2IV
357	9007		χ		Eri	17.851	G5IV
358	23453	Saclateni	ζ	8	Aur	240.964	K4II comp
359	47854				Car	478.469	G5Iab/Ib
360	57399	Taiyangshou	χ	63	UMa	56.306	K0III
361	106985	Nashira	γ	40	Cap	48.146	A7III:mp...
362	15474		τ⁴	16	Eri	93.371	M3/M4III
363	87933		ξ	92	Her	41.946	K0III
364	114971		γ	6	Psc	42.301	G7III
365	22797		π⁵	8	Ori	411.523	B2III SB
366	28103		η	16	Lep	14.879	F1V
367	38414				Pup	108.108	G5III...
368	77622		ε	37	Ser	21.598	A2m
369	88771			72	Oph	26.631	A4IVs
370	98036	Alshain	β	60	Aql	13.699	G8IVvar
371	16537	Ran	ε	18	Eri	3.216	K2V
372	17499	Electra		17	Tau	124.070	B6III
373	28358		δ	33	Aur	38.640	K0III
374	104060		ξ	62	Cyg	258.398	K5Ibv SB
375	16083		ξ	2	Tau	64.103	B9Vn
376	72220			109	Vir	41.237	A0V
377	87585	Grumium	ξ	32	Dra	34.507	K2III
378	107089		ν		Oct	21.200	K0III
379	112961		λ	73	Aqr	118.064	M2IIIvar
380	8645	Baten Kaitos	ζ	55	Cet	72.046	K2III
381	80170		γ	20	Her	59.067	A9III
382	104887		τ	65	Cyg	20.342	F1IV
383	44511				Vel	91.827	K2III
384	87108		γ	62	Oph	31.516	A0V
385	26069		β		Dor	308.642	F6Ia
386	27654		δ	15	Lep	34.867	G8III/IV
387	30867		β	11	Mon	207.469	B3Ve
388	93683		ο	39	Sgr	43.554	K0III
389	95853		ι²	10	Cyg	37.202	A5Vn
390	111169		α	7	Lac	31.456	A1V
391	13268	Miram	η	15	Per	269.542	K3Ib comp SB
392	17529		ν	41	Per	170.649	F5IIvar
393	20455	Secunda Hyadum	δ¹	61	Tau	47.710	G8III
394	26549		σ	48	Ori	328.947	O9.5V...
395	41312		β		Vol	32.971	K2IIIvar
396	42570				Vel	0.000	F3Ia
397	82363		η		Ara	91.743	K5III
398	101958	Sualocin	α	9	Del	77.821	B9V
399	105881		ζ	34	Cap	118.203	G4Ibp...
400	109176		ι	24	Peg	11.726	F5V
401	34481		γ²		Vol	42.863	G8IIIvar
402	36046		ι	60	Gem	36.900	G9III+...
403	48319		υ	29	UMa	35.638	F0IV
404	53253				Car	29.129	K0III-IV...
405	71795		ζ	30	Boo	53.879	A3IVn
406	102618	Albali	ε	2	Aqr	63.694	A1V
407	14668	Misam	κ	27	Per	34.566	K0III
408	53229	Praecipua		46	LMi	29.087	K0III-IV
409	14879	Dalim	α		For	14.237	F8V
410	37229				Pup	106.270	B5IV
411	76276		δ	13	Ser	69.930	F0IV
412	94779		κ	1	Cyg	38.066	K0III
413	99675			31	Cyg	271.003	K2II+...
414	21393	Theemin	υ²	52	Eri	65.574	G8III
415	51232				Car	411.523	F2II
416	76952		γ	8	CrB	44.783	A1Vs
417	116584		λ	16	And	26.406	G8III-IV
418	9487	Alrescha	α	113	Psc	46.168	A2
419	45688			38	Lyn	38.270	A1V
420	56211	Giausar	λ	1	Dra	102.145	M0IIIvar
421	80883	Marfik	λ	10	Oph	53.079	A2V
422	86414		ι	85	Her	139.470	B3V SB
423	51069		μ	42	Hya	71.787	K4III
424	68245		φ		Cen	161.031	B2IV
425	72370		α		Aps	136.986	K5III
426	17440		β		Ret	29.860	K0IV SB
427	17448	Atik	ο	38	Per	343.643	B1III
428	20885		θ¹	77	Tau	47.326	G7III
429	43783				Car	98.039	B8III
430	51624		ρ	47	Leo	0.000	B1Ib SB
431	51986				Vel	26.838	A3m+...
432	61199		γ		Mus	99.602	B5V
433	88794		ο	103	Her	103.627	B9.5V
434	89341	Polis	μ	13	Sgr	0.000	B2III:
435	97433		ε	63	Dra	45.372	G8III
436	19747		α		Hor	35.261	K1III
437	27321		β		Pic	19.440	A3V
438	30277		δ		Col	71.736	G7II
439	50191				Vel	31.075	A2V
440	61281		κ	5	Dra	150.376	B6IIIp
441	61622		τ		Cen	40.241	A2V
442	78072		γ	41	Ser	11.254	F6V
443	90139			109	Her	36.470	K2III
444	91117		α		Sct	61.050	K2III
445	4436		μ	37	And	39.777	A5V
446	21594	Sceptrum		53	Eri	33.681	K1III
447	25859		ε		Col	80.710	K1II/III
448	79664		δ		TrA	186.220	G5II
449	81065		γ		Aps	47.916	K0IV SB
450	87808		θ	91	Her	230.947	K1IIvar
451	110395	Sadachbia	γ	48	Aqr	50.201	A0V
452	17573	Maia		20	Tau	117.509	B8III
453	43023				Vel	568.182	A1III
454	68282		υ¹		Cen	131.062	B2IV-V
455	71957		μ	107	Vir	18.271	F2III
456	78104	Iklil	ρ	5	Sco	144.718	B2IV/V
457	97804		η	55	Aql	423.729	F6Ibv SB
458	765		ε		Phe	44.209	K0III
459	8832	Mesarthim	γ²	5	Ari	50.302	A1p Si
460	48455	Rasalas	μ	24	Leo	38.052	K0III
461	74376		κ¹		Lup	55.188	B9V
462	114421		ι		Gru	56.180	K0III SB
463	13701	Azha	η	3	Eri	41.858	K1III-IV
464	33152		ο¹	16	CMa	0.000	K3Iab
465	45336		θ	22	Hya	34.795	B9.5V
466	60129	Zaniah	η	15	Vir	81.367	A2IV
467	98110		η	21	Cyg	41.374	K0IIIvar
468	47431	Ukdah	ι	35	Hya	80.710	K3IIIvar
469	55425		π		Cen	109.649	B5Vn
470	65936				Cen	277.778	G8II/III
471	18907		ν	38	Tau	35.855	A1V
472	41307				Hya	37.509	A0V
473	60823		σ		Cen	126.263	B3V
474	73807		π		Lup	135.870	B5
475	76333	Zubenelhakrabi	γ	38	Lib	50.025	K0III
476	79992		τ	22	Her	94.251	B5IV
477	83207		ε	58	Her	47.529	A0V
478	95168		ρ¹	44	Sgr	38.926	F0III/IV
479	104987	Kitalpha	α	8	Equ	58.343	G0III+...
480	2072		κ		Phe	23.809	A7V
481	7083		δ		Phe	43.573	K0III-IV
482	13531		τ	18	Per	77.942	G4III...
483	21444		ν	48	Eri	207.039	B2III SB
484	37504		ζ		Vol	43.234	K0III
485	54463				Car	0.000	G0Ia0
486	78933		ω¹	9	Sco	144.509	B1V
487	88192			67	Oph	377.358	B5Ib
488	5348	Wurren	ζ		Phe	91.575	B6V + B0V
489	37447		α	26	Mon	45.310	K0III
490	37677			3	Pup	0.000	A2Iab
491	42911	Asellus Australis	δ	47	Cnc	40.032	K0III
492	103413		ν	58	Cyg	114.811	A1Vn
493	9598			50	Cas	48.170	A2V
494	31592		ν²	7	CMa	19.751	K1III+...
495	0		ζ	79	UMa	24.155	A1 m
496	19343			48	Per	146.199	B3Ve
497	28328		η		Col	144.718	K0III
498	44248				Lyn	16.069	F5V
499	45101				Car	166.389	B3IV
500	95241	Arkab Prior	β¹		Sgr	96.154	B9V
501	95347	Rukbat	α		Sgr	55.741	B8V
502	99848			32	Cyg	324.675	K3Ib-II comp
503	115438			98	Aqr	50.100	K0III
504	20535	Beemim		43	Eri	90.826	K4III
505	27673		ν	32	Aur	70.621	K0III
506	35228		δ		Vol	226.244	F6II
507	42515		β		Pyx	127.551	G5II/III
508	59449		ρ		Cen	116.144	B3V
509	77634		χ	5	Lup	59.844	B9.5III-IV
510	98495		ε		Pav	32.217	A0V
511	110997		δ¹		Gru	94.877	G6/G8III
512	112440		λ	47	Peg	111.982	G8II-III
513	18614	Menkib	ξ	46	Per	381.679	O7.5Iab:
514	106481		ρ	73	Cyg	37.893	G8III
515	9347		υ	59	Cet	89.767	K5/M0III
516	29651		γ	5	Mon	152.672	K3III
517	50954				Car	16.223	F2IV
518	65477	Alcor		80	UMa	25.056	A5V SB
519	114996		γ		Tuc	23.057	F1III
520	44382		α		Vol	38.300	Am
521	55642		ι	78	Leo	23.674	F2IV SB
522	79374	Jabbah	ν	14	Sco	145.349	B2IV
523	8068		φ		Per	220.264	B2Vpe
524	22109		μ	57	Eri	160.000	B5IV
525	34088	Mekbuda	ζ	43	Gem	421.941	G3Ibv SB
526	35037		ω	28	CMa	279.330	B2IV/Ve
527	71865				Cen	103.950	B2.5V
528	78527		θ	13	Dra	21.035	F8IV-V
529	80000		γ²		Nor	39.479	G8III
530	91792		ζ		Pav	66.979	K2III
531	101076			41	Cyg	235.849	F5II
532	43409		γ		Pyx	63.573	K3III
533	59199	Alchiba	α	1	Crv	14.937	F0IV/V
534	93244		ε	13	Aql	47.506	K2III
535	93429			12	Aql	44.131	K1IIIvar
536	10670		γ	9	Tri	34.435	A1Vnn
537	23522		β	10	Cam	267.380	G0Ib
538	43103		ι	48	Cnc	101.523	G8Iab:
539	63003		μ¹		Cru	127.065	B2IV-V
540	88601			70	Oph	5.083	K0V SB
541	101421	Aldulfin	ε	2	Del	101.317	B6III
542	118268		ω	28	Psc	31.990	F4IV
543	19587	Beid	ο¹	38	Eri	37.313	F2II-III
544	57380		ν	3	Vir	90.090	M0III
545	70497		θ	23	Boo	14.531	F7V
546	111497		η	62	Aqr	51.467	B9IV-Vn
547	14632		ι		Per	10.541	G0V
548	40702		α		Cha	19.562	F5III
549	42884				Vel	70.175	G5III
550	55434		σ	77	Leo	67.476	B9.5Vs
551	67459		υ	5	Boo	80.775	K5IIIvar
552	70090		ψ		Cen	79.365	A0IV
553	71536		ρ		Lup	96.899	B5V
554	112716		τ²	71	Aqr	97.371	K5III
555	22957		ο²	9	Ori	57.013	K2III
556	36962		υ	69	Gem	83.056	K5III
557	55705		γ	15	Crt	25.240	A9V
